iShares MSCI ACWI ex U.S. ETF
Fund Holdings as of,"Apr 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"104,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"960","LONGFOR GROUP HOLDINGS LTD","Real Estate","Equity","525,565.76","0.01","525,565.76","383,500.00","1.37","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"KLBN11","KLABIN UNITS SA","Materials","Equity","525,892.88","0.01","525,892.88","172,155.00","3.05","Brazil","XBSP","USD","5.86","BRL","-"
"OBEROIRLTY","OBEROI REALTY LTD","Real Estate","Equity","524,489.73","0.01","524,489.73","27,291.00","19.22","India","National Stock Exchange Of India","USD","85.37","INR","-"
"090430","AMOREPACIFIC CORP","Consumer Staples","Equity","523,807.60","0.01","523,807.60","6,424.00","81.54","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"NMDC","NMDC LTD","Materials","Equity","523,107.54","0.01","523,107.54","677,977.00","0.77","India","National Stock Exchange Of India","USD","85.37","INR","-"
"358","JIANGXI COPPER LTD H","Materials","Equity","521,580.65","0.01","521,580.65","325,000.00","1.60","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"601919","COSCO SHIPPING HOLDINGS LTD A","Industrials","Equity","521,019.84","0.01","521,019.84","267,430.00","1.95","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"AMMN","AMMAN MINERAL INTERNASIONAL","Materials","Equity","521,522.88","0.01","521,522.88","1,365,700.00","0.38","Indonesia","Indonesia Stock Exchange","USD","16,825.00","IDR","-"
"2618","JD LOGISTICS INC","Industrials","Equity","520,509.02","0.01","520,509.02","345,400.00","1.51","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"JD.","JD SPORTS FASHION PLC","Consumer Discretionary","Equity","520,825.90","0.01","520,825.90","524,755.00","0.99","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"ALKEM","ALKEM LABORATORIES LTD","Health Care","Equity","519,227.28","0.01","519,227.28","8,949.00","58.02","India","National Stock Exchange Of India","USD","85.37","INR","-"
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Equity","518,471.39","0.01","518,471.39","300,400.00","1.73","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"3443","GLOBAL UNICHIP CORP","Information Technology","Equity","518,509.41","0.01","518,509.41","17,000.00","30.50","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"601985","CHINA NATIONAL NUCLEAR POWER LTD A","Utilities","Equity","517,654.03","0.01","517,654.03","400,100.00","1.29","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"MUTHOOTFIN","MUTHOOT FINANCE LTD","Financials","Equity","516,328.97","0.01","516,328.97","20,875.00","24.73","India","National Stock Exchange Of India","USD","85.37","INR","-"
"3998","BOSIDENG INTERNATIONAL LTD","Consumer Discretionary","Equity","515,385.31","0.01","515,385.31","1,026,000.00","0.50","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"002475","LUXSHARE PRECISION INDUSTRY LTD A","Information Technology","Equity","515,420.93","0.01","515,420.93","127,788.00","4.03","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"1347","HUA HONG SEMICONDUCTOR LTD","Information Technology","Equity","512,178.16","0.01","512,178.16","110,000.00","4.66","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"PRESTIGE","PRESTIGE ESTATES PROJECTS LTD","Real Estate","Equity","512,235.53","0.01","512,235.53","35,986.00","14.23","India","National Stock Exchange Of India","USD","85.37","INR","-"
"000538","YUNNAN BAIYAO GROUP LTD A","Health Care","Equity","510,962.26","0.01","510,962.26","65,098.00","7.85","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"IDFCFIRSTB","IDFC FIRST BANK LTD","Financials","Equity","510,447.50","0.01","510,447.50","691,707.00","0.74","India","National Stock Exchange Of India","USD","85.37","INR","-"
"5347","VANGUARD INTERNATIONAL SEMICONDUCT","Information Technology","Equity","510,451.97","0.01","510,451.97","184,466.00","2.77","Taiwan","Gretai Securities Market","USD","32.52","TWD","-"
"005385","HYUNDAI MOTOR S1 PREF","Consumer Discretionary","Equity","507,306.46","0.01","507,306.46","5,175.00","98.03","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"BALKRISIND","BALKRISHNA INDUSTRIES LTD","Consumer Discretionary","Equity","506,609.25","0.01","506,609.25","17,273.00","29.33","India","National Stock Exchange Of India","USD","85.37","INR","-"
"2409","AUO CORP","Information Technology","Equity","504,041.32","0.01","504,041.32","1,332,800.00","0.38","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"LEGN","LEGEND BIOTECH ADR REP CORP","Health Care","Equity","498,658.40","0.01","498,658.40","15,203.00","32.80","China","NASDAQ","USD","1.00","USD","-"
"BSE","BSE LTD","Financials","Equity","497,843.78","0.01","497,843.78","7,166.00","69.47","India","National Stock Exchange Of India","USD","85.37","INR","-"
"601012","LONGI GREEN ENERGY TECHNOLOGY LTD","Information Technology","Equity","495,985.78","0.01","495,985.78","241,996.00","2.05","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"3311","CHINA STATE CONSTRUCTION INTERNATI","Industrials","Equity","492,463.84","0.01","492,463.84","356,000.00","1.38","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"601229","BANK OF SHANGHAI LTD A","Financials","Equity","492,471.32","0.01","492,471.32","342,899.00","1.44","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"900948","INNER MONGOLIA YITAI COAL LTD B","Energy","Equity","490,975.20","0.01","490,975.20","232,800.00","2.11","China","Shanghai Stock Exchange","USD","1.00","USD","-"
"UNIONBANK","UNION BANK OF INDIA LTD","Financials","Equity","488,818.27","0.01","488,818.27","329,655.00","1.48","India","National Stock Exchange Of India","USD","85.37","INR","-"
"RVNL","RAIL VIKAS NIGAM LTD","Industrials","Equity","488,227.28","0.01","488,227.28","112,392.00","4.34","India","National Stock Exchange Of India","USD","85.37","INR","-"
"002352","S.F. HOLDING LTD A","Industrials","Equity","488,323.11","0.01","488,323.11","84,200.00","5.80","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"SWB","SUNWAY BHD","Industrials","Equity","487,456.83","0.01","487,456.83","489,400.00","1.00","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"AMP","AMPLIFON","Health Care","Equity","486,437.01","0.01","486,437.01","26,438.00","18.40","Italy","Borsa Italiana","USD","0.88","EUR","-"
"MBT","METROPOLITAN BANK AND TRUST CO","Financials","Equity","486,768.16","0.01","486,768.16","385,678.00","1.26","Philippines","Philippine Stock Exchange Inc.","USD","56.77","PHP","-"
"ENELCHILE","ENEL CHILE SA","Utilities","Equity","486,064.78","0.01","486,064.78","7,548,751.00","0.06","Chile","Santiago Stock Exchange","USD","970.03","CLP","-"
"003490","KOREAN AIR LINES LTD","Industrials","Equity","483,077.28","0.01","483,077.28","33,850.00","14.27","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"QIIK","QATAR INTERNATIONAL ISLAMIC BANK","Financials","Equity","482,760.97","0.01","482,760.97","173,689.00","2.78","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"MPHASIS","MPHASIS LTD","Information Technology","Equity","481,632.76","0.01","481,632.76","18,084.00","26.63","India","National Stock Exchange Of India","USD","85.37","INR","-"
"AUBANK","AU SMALL FINANCE BANK LTD","Financials","Equity","481,806.29","0.01","481,806.29","70,126.00","6.87","India","National Stock Exchange Of India","USD","85.37","INR","-"
"603993","CHINA MOLYBDENUM LTD A","Materials","Equity","480,989.87","0.01","480,989.87","527,500.00","0.91","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"601066","CHINA SECURITIES LTD A","Financials","Equity","475,174.56","0.01","475,174.56","147,500.00","3.22","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"IGM","IGM FINANCIAL INC","Financials","Equity","475,347.19","0.01","475,347.19","15,679.00","30.32","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"OIL","OIL INDIA LTD","Energy","Equity","474,835.34","0.01","474,835.34","105,456.00","4.50","India","National Stock Exchange Of India","USD","85.37","INR","-"
"KRW","KRW CASH","Cash and/or Derivatives","Cash","474,419.24","0.01","474,419.24","673,177,174.00","0.07","Korea (South)","-","USD","1,418.95","KRW","-"
"PPH","PEPKOR HOLDINGS SHS LTD","Consumer Discretionary","Equity","474,038.39","0.01","474,038.39","352,090.00","1.35","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"270","GUANGDONG INVESTMENT LTD","Utilities","Equity","472,958.18","0.01","472,958.18","612,000.00","0.77","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"017670","SK TELECOM LTD","Communication","Equity","472,601.43","0.01","472,601.43","11,582.00","40.80","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"000333","MIDEA GROUP LTD A","Consumer Discretionary","Equity","471,121.99","0.01","471,121.99","48,500.00","9.71","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"UGPA3","ULTRAPAR PARTICIPOES SA","Energy","Equity","466,188.93","0.01","466,188.93","158,361.00","2.94","Brazil","XBSP","USD","5.86","BRL","-"
"REH","REECE LTD","Industrials","Equity","466,550.07","0.01","466,550.07","47,582.00","9.81","Australia","Asx - All Markets","USD","1.57","AUD","-"
"600309","WANHUA CHEMICAL GROUP LTD A","Materials","Equity","464,663.69","0.01","464,663.69","61,831.00","7.52","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"2347","SYNNEX TECHNOLOGY INTERNATIONAL CO","Information Technology","Equity","462,263.25","0.01","462,263.25","221,750.00","2.08","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"600019","BAOSHAN IRON & STEEL LTD A","Materials","Equity","461,669.95","0.01","461,669.95","504,796.00","0.91","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"3800","GCL TECHNOLOGY HOLDINGS LTD","Information Technology","Equity","461,033.76","0.01","461,033.76","4,589,000.00","0.10","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"267250","HD HYUNDAI LTD","Energy","Equity","461,339.51","0.01","461,339.51","9,207.00","50.11","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"BRFS3","BRF BRASIL FOODS SA","Consumer Staples","Equity","459,758.13","0.01","459,758.13","127,378.00","3.61","Brazil","XBSP","USD","5.86","BRL","-"
"9201","JAPAN AIRLINES LTD","Industrials","Equity","457,974.97","0.01","457,974.97","26,200.00","17.48","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"OUT","OUTSURANCE GROUP LTD","Financials","Equity","454,840.73","0.01","454,840.73","123,339.00","3.69","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"ENGI11","ENERGISA UNITS SA","Utilities","Equity","454,540.67","0.01","454,540.67","62,611.00","7.26","Brazil","XBSP","USD","5.86","BRL","-"
"601336","NEW CHINA LIFE INSURANCE LTD A","Financials","Equity","454,621.58","0.01","454,621.58","68,100.00","6.68","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"161390","HANKOOK TIRE & TECHNOLOGY LTD","Consumer Discretionary","Equity","451,820.54","0.01","451,820.54","16,805.00","26.89","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"8464","NIEN MADE ENTERPRISE LTD","Consumer Discretionary","Equity","451,328.25","0.01","451,328.25","42,000.00","10.75","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"000568","LUZHOU LAO JIAO LTD A","Consumer Staples","Equity","451,125.00","0.01","451,125.00","24,900.00","18.12","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"042700","HANMI SEMICONDUCTOR LTD","Information Technology","Equity","451,192.78","0.01","451,192.78","9,415.00","47.92","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"688271","SHANGHAI UNITED IMAGING HEALTHCARE","Health Care","Equity","450,480.95","0.01","450,480.95","25,138.00","17.92","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","Industrials","Equity","450,091.40","0.01","450,091.40","210,655.00","2.14","Brazil","XBSP","USD","5.86","BRL","-"
"3898","ZHUZHOU CRRC TIMES ELECTRIC LTD H","Industrials","Equity","449,363.08","0.01","449,363.08","114,200.00","3.93","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"071050","KOREA INVESTMENT HOLDINGS LTD","Financials","Equity","448,760.00","0.01","448,760.00","9,045.00","49.61","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"6488","GLOBALWAFERS LTD","Information Technology","Equity","448,899.27","0.01","448,899.27","50,000.00","8.98","Taiwan","Gretai Securities Market","USD","32.52","TWD","-"
"SONACOMS","SONA BLW PRECISION FORGINGS LTD","Consumer Discretionary","Equity","448,143.12","0.01","448,143.12","84,699.00","5.29","India","National Stock Exchange Of India","USD","85.37","INR","-"
"YKBNK.E","YAPI VE KREDI BANKASI A","Financials","Equity","448,236.35","0.01","448,236.35","742,311.00","0.60","Turkey","Istanbul Stock Exchange","USD","38.06","TRY","-"
"TATACOMM","TATA COMMUNICATIONS LTD","Communication","Equity","446,890.14","0.01","446,890.14","24,378.00","18.33","India","National Stock Exchange Of India","USD","85.37","INR","-"
"GRF","GRIFOLS SA CLASS A","Health Care","Equity","446,569.55","0.01","446,569.55","48,765.00","9.16","Spain","Bolsa De Madrid","USD","0.88","EUR","-"
"CPIN","CHAROEN POKPHAND INDONESIA","Consumer Staples","Equity","445,319.70","0.01","445,319.70","1,767,100.00","0.25","Indonesia","Indonesia Stock Exchange","USD","16,825.00","IDR","-"
"2380","CHINA POWER INTERNATIONAL DEVELOPM","Utilities","Equity","442,215.90","0.01","442,215.90","1,156,000.00","0.38","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"TEL","PLDT INC","Communication","Equity","442,409.37","0.01","442,409.37","19,530.00","22.65","Philippines","Philippine Stock Exchange Inc.","USD","56.77","PHP","-"
"047050","POSCO INTERNATIONAL CORP","Industrials","Equity","439,776.38","0.01","439,776.38","11,841.00","37.14","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"601225","SHAANXI COAL INDUSTRY LTD A","Energy","Equity","438,910.19","0.01","438,910.19","156,000.00","2.81","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"SAHOL.E","HACI OMER SABANCI HOLDING A","Financials","Equity","437,762.54","0.01","437,762.54","214,964.00","2.04","Turkey","Istanbul Stock Exchange","USD","38.06","TRY","-"
"2290","YANBU NATIONAL PETROCHEMICALS","Materials","Equity","437,615.43","0.01","437,615.43","49,236.00","8.89","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"AC","AYALA CORP","Industrials","Equity","436,817.69","0.01","436,817.69","43,240.00","10.10","Philippines","Philippine Stock Exchange Inc.","USD","56.77","PHP","-"
"600050","CHINA UNITED NETWORK COMMUNICATION","Communication","Equity","431,014.24","0.01","431,014.24","578,700.00","0.74","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"OFSS","ORACLE FINANCIAL SERVICES SOFTWARE","Information Technology","Equity","430,413.05","0.01","430,413.05","4,622.00","93.12","India","National Stock Exchange Of India","USD","85.37","INR","-"
"SBICARD","SBI CARDS & PAYMENT SERVICES LTD","Financials","Equity","428,760.87","0.01","428,760.87","40,386.00","10.62","India","National Stock Exchange Of India","USD","85.37","INR","-"
"688256","CAMBRICON TECHNOLOGIES CORPORATION","Information Technology","Equity","426,369.11","0.01","426,369.11","4,600.00","92.69","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"BCOLOMBIA","BANCOLOMBIA SA","Financials","Equity","425,898.65","0.01","425,898.65","35,968.00","11.84","Colombia","Bolsa De Valores De Colombia","USD","4,312.12","COP","-"
"ISA","INTERCONEXION ELECTRICA SA","Utilities","Equity","426,111.36","0.01","426,111.36","92,894.00","4.59","Colombia","Bolsa De Valores De Colombia","USD","4,312.12","COP","-"
"051900","LG H & H LTD","Consumer Staples","Equity","423,566.72","0.01","423,566.72","1,908.00","222.00","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"010130","KOREA ZINC INC","Materials","Equity","423,059.30","0.01","423,059.30","870.00","486.28","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"TATAELXSI","TATA ELXSI LTD","Information Technology","Equity","423,284.03","0.01","423,284.03","7,374.00","57.40","India","National Stock Exchange Of India","USD","85.37","INR","-"
"4","WHARF (HOLDINGS) LTD","Real Estate","Equity","422,671.60","0.01","422,671.60","177,000.00","2.39","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"SOL","SASOL LTD","Materials","Equity","422,721.58","0.01","422,721.58","120,372.00","3.51","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"ENELAM","ENEL AMERICAS SA","Utilities","Equity","420,803.65","0.01","420,803.65","4,486,098.00","0.09","Chile","Santiago Stock Exchange","USD","970.03","CLP","-"
"600031","SANY HEAVY INDUSTRY LTD A","Industrials","Equity","420,204.63","0.01","420,204.63","161,027.00","2.61","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"600111","CHINA NORTHERN RARE EARTH (GROUP)","Materials","Equity","418,639.93","0.01","418,639.93","127,300.00","3.29","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"AMBANK","AMMB HOLDINGS","Financials","Equity","417,658.08","0.01","417,658.08","363,800.00","1.15","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"271560","ORION CORP","Consumer Staples","Equity","416,513.76","0.01","416,513.76","4,954.00","84.08","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"IDEA","VODAFONE IDEA LTD","Communication","Equity","414,721.04","0.01","414,721.04","4,843,400.00","0.09","India","National Stock Exchange Of India","USD","85.37","INR","-"
"KLK","KUALA LUMPUR KEPONG","Consumer Staples","Equity","413,386.27","0.01","413,386.27","91,100.00","4.54","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"SDG","SD GUTHRIE","Consumer Staples","Equity","413,192.29","0.01","413,192.29","398,500.00","1.04","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"1476","ECLAT TEXTILE LTD","Consumer Discretionary","Equity","413,233.30","0.01","413,233.30","35,000.00","11.81","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"601138","FOXCONN INDUSTRIAL INTERNET LTD A","Information Technology","Equity","409,986.31","0.01","409,986.31","172,100.00","2.38","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"241560","DOOSAN BOBCAT INC","Industrials","Equity","407,763.77","0.01","407,763.77","12,872.00","31.68","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"1898","CHINA COAL ENERGY LTD H","Energy","Equity","403,366.86","0.01","403,366.86","390,000.00","1.03","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"ICBP","INDOFOOD CBP SUKSES MAKMUR","Consumer Staples","Equity","401,823.48","0.01","401,823.48","637,800.00","0.63","Indonesia","Indonesia Stock Exchange","USD","16,825.00","IDR","-"
"PCHEM","PETRONAS CHEMICALS GROUP","Materials","Equity","400,178.79","0.01","400,178.79","556,400.00","0.72","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"AUD","AUD CASH","Cash and/or Derivatives","Cash","399,272.86","0.01","399,272.86","627,097.00","63.67","Australia","-","USD","1.57","AUD","-"
"966","CHINA TAIPING INSURANCE HLDGS LTD","Financials","Equity","397,392.03","0.01","397,392.03","294,400.00","1.35","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"MONET","MONETA MONEY BNK","Financials","Equity","397,640.12","0.01","397,640.12","63,542.00","6.26","Czech Republic","Prague Stock Exchange","USD","22.08","CZK","-"
"FROTO.E","FORD OTOMOTIV SANAYI A","Consumer Discretionary","Equity","397,145.76","0.01","397,145.76","16,473.00","24.11","Turkey","Istanbul Stock Exchange","USD","38.06","TRY","-"
"034220","LG DISPLAY LTD","Information Technology","Equity","397,350.98","0.01","397,350.98","69,953.00","5.68","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"KLBF","KALBE FARMA","Health Care","Equity","396,381.58","0.01","396,381.58","5,557,600.00","0.07","Indonesia","Indonesia Stock Exchange","USD","16,825.00","IDR","-"
"010120","LS ELECTRIC LTD","Industrials","Equity","396,706.44","0.01","396,706.44","3,098.00","128.05","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"601390","CHINA RAILWAY GROUP LTD A","Industrials","Equity","396,013.29","0.01","396,013.29","504,796.00","0.78","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"2588","BOC AVIATION LTD","Industrials","Equity","392,289.96","0.01","392,289.96","53,200.00","7.37","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"600015","HUA XIA BANK LTD A","Financials","Equity","392,048.61","0.01","392,048.61","361,100.00","1.09","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"600436","ZHANGZHOU PIENTZEHUANG PHARMACEUTI","Health Care","Equity","391,018.62","0.01","391,018.62","13,600.00","28.75","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"1908","C D INTERNATIONAL INVESTMENT GROUP","Real Estate","Equity","390,422.34","0.01","390,422.34","180,000.00","2.17","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"600150","CHINA CSSC HOLDINGS LTD A","Industrials","Equity","389,510.41","0.01","389,510.41","96,900.00","4.02","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"688012","ADVANCED MICRO-FABRICATION EQUIPME","Information Technology","Equity","389,580.85","0.01","389,580.85","14,859.00","26.22","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"1519","FORTUNE ELECTRIC LTD","Industrials","Equity","389,619.97","0.01","389,619.97","32,000.00","12.18","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"2310","SAHARA INTERNATIONAL PETROCHEMICAL","Materials","Equity","388,449.82","0.01","388,449.82","75,131.00","5.17","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"601127","SERES GROUP LTD A","Consumer Discretionary","Equity","388,484.67","0.01","388,484.67","21,700.00","17.90","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"AC","AIR CANADA VOTING AND VARIABLE VOT","Industrials","Equity","388,802.22","0.01","388,802.22","38,620.00","10.07","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"MPHC","MESAIEED PETROCHEMICAL HOLDING","Materials","Equity","387,572.16","0.01","387,572.16","1,015,216.00","0.38","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"CPAXT.R","CP AXTRA NON-VOTING DR PCL","Consumer Staples","Equity","386,701.64","0.01","386,701.64","510,025.00","0.76","Thailand","Stock Exchange Of Thailand","USD","33.30","THB","-"
"4002","AL MOUWASAT MEDICAL SERVICES","Health Care","Equity","386,363.73","0.01","386,363.73","19,724.00","19.59","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"CMPC","EMPRESAS CMPC SA","Materials","Equity","381,213.26","0.01","381,213.26","243,842.00","1.56","Chile","Santiago Stock Exchange","USD","970.03","CLP","-"
"900926","SHANGHAI BAOSIGHT SOFTWARE LTD B","Information Technology","Equity","380,702.52","0.01","380,702.52","249,641.00","1.52","China","Shanghai Stock Exchange","USD","1.00","USD","-"
"000876","NEW HOPE LIUHE LTD A","Consumer Staples","Equity","378,260.59","0.01","378,260.59","274,907.00","1.38","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"144","CHINA MERCHANTS PORT HOLDINGS LTD","Industrials","Equity","378,366.54","0.01","378,366.54","240,000.00","1.58","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"1030","SAUDI INVESTMENT BANK","Financials","Equity","378,035.12","0.01","378,035.12","96,363.00","3.92","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"4958","ZHEN DING TECHNOLOGY HOLDING LTD","Information Technology","Equity","375,805.56","0.01","375,805.56","133,000.00","2.83","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"ALFAA","ALFA A","Consumer Staples","Equity","375,145.51","0.01","375,145.51","605,128.00","0.62","Mexico","Bolsa Mexicana De Valores","USD","19.84","MXN","-"
"QFLS","QATAR FUEL","Energy","Equity","374,397.34","0.01","374,397.34","91,366.00","4.10","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"1585","YADEA GROUP HOLDINGS LTD","Consumer Discretionary","Equity","372,493.21","0.01","372,493.21","200,000.00","1.86","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"2250","SAUDI INDUSTRIAL INVESTMENT GROUP","Materials","Equity","371,314.54","0.01","371,314.54","88,855.00","4.18","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"MULTIPLY","MULTIPLY GROUP","Industrials","Equity","369,030.67","0.01","369,030.67","821,507.00","0.45","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"9904","POU CHEN CORP","Consumer Discretionary","Equity","369,072.07","0.01","369,072.07","391,000.00","0.94","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"010950","S-OIL CORP","Energy","Equity","368,289.09","0.01","368,289.09","10,167.00","36.22","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"3323","CHINA NATIONAL BUILDING MATERIAL L","Materials","Equity","367,743.02","0.01","367,743.02","712,000.00","0.52","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"601658","POSTAL SAVINGS BANK OF CHINA LTD A","Financials","Equity","365,811.89","0.01","365,811.89","507,000.00","0.72","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"KTC.R","KRUNGTHAI CARD NON-VOTING DR PCL","Financials","Equity","365,918.47","0.01","365,918.47","270,800.00","1.35","Thailand","Stock Exchange Of Thailand","USD","33.30","THB","-"
"THERMAX","THERMAX","Industrials","Equity","365,557.65","0.01","365,557.65","9,194.00","39.76","India","National Stock Exchange Of India","USD","85.37","INR","-"
"011070","LG INNOTEK LTD","Information Technology","Equity","361,749.89","0.01","361,749.89","3,725.00","97.11","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"601100","JIANGSU HENGLI HYDRAULIC LTD A","Industrials","Equity","362,007.12","0.01","362,007.12","38,600.00","9.38","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"CHDRAUIB","GRUPO COMERCIAL CHEDRAUI","Consumer Staples","Equity","360,126.91","0.01","360,126.91","58,600.00","6.15","Mexico","Bolsa Mexicana De Valores","USD","19.84","MXN","-"
"763","ZTE CORP H","Information Technology","Equity","359,687.79","0.01","359,687.79","130,800.00","2.75","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"GENTING","GENTING","Consumer Discretionary","Equity","358,808.85","0.01","358,808.85","486,600.00","0.74","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"GBK","GULF BANK","Financials","Equity","355,496.25","0.01","355,496.25","326,386.00","1.09","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
