iShares MSCI ACWI ex U.S. ETF
Fund Holdings as of,"Apr 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"104,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SVT","SEVERN TRENT PLC","Utilities","Equity","2,206,581.62","0.04","2,206,581.62","60,877.00","36.25","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"CNA","CENTRICA PLC","Utilities","Equity","2,205,481.25","0.04","2,205,481.25","1,108,842.00","1.99","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"8015","TOYOTA TSUSHO CORP","Industrials","Equity","2,193,504.78","0.04","2,193,504.78","130,500.00","16.81","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"RO","ROCHE HOLDING AG","Health Care","Equity","2,184,526.13","0.04","2,184,526.13","6,639.00","329.04","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"EMIRATESNBD","EMIRATES NBD","Financials","Equity","2,182,537.80","0.04","2,182,537.80","415,372.00","5.25","United Arab Emirates","Dubai Financial Market","USD","3.67","AED","-"
"UU.","UNITED UTILITIES GROUP PLC","Utilities","Equity","2,175,915.17","0.04","2,175,915.17","147,864.00","14.72","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","Financials","Equity","2,166,392.31","0.04","2,166,392.31","1,275,820.00","1.70","Brazil","XBSP","USD","5.86","BRL","-"
"FME","FRESENIUS MEDICAL CARE AG","Health Care","Equity","2,144,746.80","0.04","2,144,746.80","45,444.00","47.20","Germany","Xetra","USD","0.88","EUR","-"
"BNZL","BUNZL","Industrials","Equity","2,144,850.53","0.04","2,144,850.53","70,838.00","30.28","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"AKZA","AKZO NOBEL NV","Materials","Equity","2,144,343.82","0.04","2,144,343.82","36,841.00","58.21","Netherlands","Euronext Amsterdam","USD","0.88","EUR","-"
"BVI","BUREAU VERITAS SA","Industrials","Equity","2,141,016.42","0.04","2,141,016.42","70,753.00","30.26","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materials","Equity","2,140,422.67","0.04","2,140,422.67","123,397.00","17.35","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"HAL","HINDUSTAN AERONAUTICS LTD","Industrials","Equity","2,137,902.61","0.04","2,137,902.61","43,246.00","49.44","India","National Stock Exchange Of India","USD","85.37","INR","-"
"4684","OBIC LTD","Information Technology","Equity","2,138,214.03","0.04","2,138,214.03","64,400.00","33.20","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"ABN","ABN AMRO BANK NV","Financials","Equity","2,132,699.11","0.04","2,132,699.11","104,328.00","20.44","Netherlands","Euronext Amsterdam","USD","0.88","EUR","-"
"A5G","AIB GROUP PLC","Financials","Equity","2,126,473.14","0.04","2,126,473.14","341,561.00","6.23","Ireland","Irish Stock Exchange - All Market","USD","0.88","EUR","-"
"TME","TENCENT MUSIC ENTERTAINMENT GROUP","Communication","Equity","2,123,281.85","0.04","2,123,281.85","172,765.00","12.29","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"9503","KANSAI ELECTRIC POWER INC","Utilities","Equity","2,122,724.65","0.04","2,122,724.65","186,700.00","11.37","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"MAXHEALTH","MAX HEALTHCARE INSTITUTE LTD","Health Care","Equity","2,122,278.31","0.04","2,122,278.31","167,080.00","12.70","India","National Stock Exchange Of India","USD","85.37","INR","-"
"X","TMX GROUP LTD","Financials","Equity","2,114,786.68","0.04","2,114,786.68","57,249.00","36.94","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"CLS","CELESTICA INC","Information Technology","Equity","2,111,192.10","0.04","2,111,192.10","25,177.00","83.85","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"7270","SUBARU CORP","Consumer Discretionary","Equity","2,104,995.08","0.04","2,104,995.08","121,400.00","17.34","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"BMRI","BANK MANDIRI (PERSERO)","Financials","Equity","2,097,017.11","0.04","2,097,017.11","7,670,068.00","0.27","Indonesia","Indonesia Stock Exchange","USD","16,825.00","IDR","-"
"8113","UNICHARM CORP","Consumer Staples","Equity","2,093,398.96","0.04","2,093,398.96","233,600.00","8.96","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"7309","SHIMANO INC","Consumer Discretionary","Equity","2,092,202.22","0.04","2,092,202.22","14,900.00","140.42","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"STN","STANTEC INC","Industrials","Equity","2,087,448.16","0.04","2,087,448.16","23,963.00","87.11","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Financials","Equity","2,081,599.95","0.04","2,081,599.95","116,997.00","17.79","Italy","Borsa Italiana","USD","0.88","EUR","-"
"11","HANG SENG BANK LTD","Financials","Equity","2,081,363.75","0.04","2,081,363.75","162,000.00","12.85","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"9633","NONGFU SPRING LTD H","Consumer Staples","Equity","2,077,048.91","0.04","2,077,048.91","440,000.00","4.72","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"MTN","MTN GROUP LTD","Communication","Equity","2,074,760.36","0.04","2,074,760.36","354,758.00","5.85","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"PAAS","PAN AMERICAN SILVER CORP","Materials","Equity","2,072,837.91","0.04","2,072,837.91","76,418.00","27.12","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"HINDALCO","HINDALCO INDUSTRIES LTD","Materials","Equity","2,071,791.32","0.04","2,071,791.32","290,191.00","7.14","India","National Stock Exchange Of India","USD","85.37","INR","-"
"PSON","PEARSON PLC","Consumer Discretionary","Equity","2,070,724.98","0.04","2,070,724.98","133,455.00","15.52","United Kingdom","London Stock Exchange","USD","0.76","GBP","Jan 02, 1985"
"5802","SUMITOMO ELECTRIC INDUSTRIES LTD","Consumer Discretionary","Equity","2,070,331.18","0.04","2,070,331.18","141,900.00","14.59","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"2269","WUXI BIOLOGICS CAYMAN INC","Health Care","Equity","2,068,773.43","0.04","2,068,773.43","783,500.00","2.64","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"EQT","EQT","Financials","Equity","2,055,064.75","0.04","2,055,064.75","79,277.00","25.92","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"6869","SYSMEX CORP","Health Care","Equity","2,045,362.12","0.04","2,045,362.12","108,400.00","18.87","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"DSCT","ISRAEL DISCOUNT BANK LTD","Financials","Equity","2,031,327.78","0.04","2,031,327.78","277,359.00","7.32","Israel","Tel Aviv Stock Exchange","USD","3.69","ILS","-"
"ABF","ASSOCIATED BRITISH FOODS PLC","Consumer Staples","Equity","2,031,529.90","0.04","2,031,529.90","69,970.00","29.03","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"NICE","NICE LTD","Information Technology","Equity","2,030,589.70","0.04","2,030,589.70","13,273.00","152.99","Israel","Tel Aviv Stock Exchange","USD","3.69","ILS","-"
"HEIO","HEINEKEN HOLDING NV","Consumer Staples","Equity","2,030,802.18","0.04","2,030,802.18","26,389.00","76.96","Netherlands","Euronext Amsterdam","USD","0.88","EUR","-"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Materials","Equity","2,029,999.36","0.04","2,029,999.36","91,225.00","22.25","Australia","Asx - All Markets","USD","1.57","AUD","-"
"2885","YUANTA FINANCIAL HOLDING LTD","Financials","Equity","2,028,765.49","0.04","2,028,765.49","2,181,275.00","0.93","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"PKN","ORLEN SA","Energy","Equity","2,019,690.19","0.04","2,019,690.19","119,585.00","16.89","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.77","PLN","-"
"1150","ALINMA BANK","Financials","Equity","2,019,394.97","0.04","2,019,394.97","257,727.00","7.84","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"GRASIM","GRASIM INDUSTRIES LTD","Materials","Equity","2,016,862.80","0.04","2,016,862.80","62,369.00","32.34","India","National Stock Exchange Of India","USD","85.37","INR","-"
"AUTO","AUTO TRADER GROUP PLC","Communication","Equity","2,016,946.38","0.04","2,016,946.38","190,897.00","10.57","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"BALN","BALOISE HOLDING AG","Financials","Equity","2,005,002.87","0.04","2,005,002.87","8,853.00","226.48","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"PTT.R","PTT NON-VOTING DR PCL","Energy","Equity","2,005,155.77","0.04","2,005,155.77","2,171,600.00","0.92","Thailand","Stock Exchange Of Thailand","USD","33.30","THB","-"
"ORK","ORKLA","Consumer Staples","Equity","2,004,117.60","0.04","2,004,117.60","173,452.00","11.55","Norway","Oslo Bors Asa","USD","10.50","NOK","-"
"ASRNL","ASR NEDERLAND NV","Financials","Equity","2,002,801.31","0.04","2,002,801.31","33,406.00","59.95","Netherlands","Euronext Amsterdam","USD","0.88","EUR","-"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Communication","Equity","2,001,709.13","0.04","2,001,709.13","77,502.00","25.83","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"CIPLA","CIPLA LTD","Health Care","Equity","2,000,293.84","0.04","2,000,293.84","112,703.00","17.75","India","National Stock Exchange Of India","USD","85.37","INR","-"
"RNO","RENAULT SA","Consumer Discretionary","Equity","1,990,601.45","0.04","1,990,601.45","39,958.00","49.82","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"ITRK","INTERTEK GROUP PLC","Industrials","Equity","1,988,244.87","0.04","1,988,244.87","33,006.00","60.24","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"G1A","GEA GROUP AG","Industrials","Equity","1,984,471.53","0.03","1,984,471.53","33,019.00","60.10","Germany","Xetra","USD","0.88","EUR","-"
"BAJAJFINSV","BAJAJ FINSERV LTD","Financials","Equity","1,980,508.39","0.03","1,980,508.39","83,073.00","23.84","India","National Stock Exchange Of India","USD","85.37","INR","-"
"VBL","VARUN BEVERAGES LTD","Consumer Staples","Equity","1,978,569.36","0.03","1,978,569.36","303,391.00","6.52","India","National Stock Exchange Of India","USD","85.37","INR","-"
"NESTLEIND","NESTLE INDIA LTD","Consumer Staples","Equity","1,976,646.25","0.03","1,976,646.25","69,829.00","28.31","India","National Stock Exchange Of India","USD","85.37","INR","-"
"TEL","TELENOR","Communication","Equity","1,977,005.33","0.03","1,977,005.33","138,923.00","14.23","Norway","Oslo Bors Asa","USD","10.50","NOK","-"
"WTC","WISETECH GLOBAL LTD","Information Technology","Equity","1,973,254.27","0.03","1,973,254.27","37,795.00","52.21","Australia","Asx - All Markets","USD","1.57","AUD","-"
"1060","SAUDI AWWAL BANK","Financials","Equity","1,971,975.47","0.03","1,971,975.47","216,669.00","9.10","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"EICHERMOT","EICHER MOTORS LTD","Consumer Discretionary","Equity","1,948,833.73","0.03","1,948,833.73","29,299.00","66.52","India","National Stock Exchange Of India","USD","85.37","INR","-"
"QIBK","QATAR ISLAMIC BANK","Financials","Equity","1,947,548.46","0.03","1,947,548.46","354,197.00","5.50","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"AC","ACCOR SA","Consumer Discretionary","Equity","1,945,381.32","0.03","1,945,381.32","44,003.00","44.21","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrials","Equity","1,945,237.01","0.03","1,945,237.01","358,000.00","5.43","Singapore","Singapore Exchange","USD","1.31","SGD","-"
"VACN","VAT GROUP AG","Industrials","Equity","1,940,521.25","0.03","1,940,521.25","5,867.00","330.75","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"600036","CHINA MERCHANTS BANK LTD A","Financials","Equity","1,939,918.96","0.03","1,939,918.96","336,400.00","5.77","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"MNDY","MONDAYCOM LTD","Information Technology","Equity","1,938,469.88","0.03","1,938,469.88","7,871.00","246.28","Israel","NASDAQ","USD","1.00","USD","-"
"EDEN","EDENRED","Financials","Equity","1,936,153.99","0.03","1,936,153.99","54,498.00","35.53","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"1802","OBAYASHI CORP","Industrials","Equity","1,936,217.13","0.03","1,936,217.13","132,900.00","14.57","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrials","Equity","1,922,201.79","0.03","1,922,201.79","467,689.00","4.11","Singapore","NASDAQ","USD","1.00","USD","-"
"3034","NOVATEK MICROELECTRONICS CORP","Information Technology","Equity","1,917,261.10","0.03","1,917,261.10","127,000.00","15.10","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"9697","CAPCOM LTD","Communication","Equity","1,908,327.94","0.03","1,908,327.94","69,200.00","27.58","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"CPALL.R","CP ALL NON-VOTING DR PCL","Consumer Staples","Equity","1,902,458.52","0.03","1,902,458.52","1,273,500.00","1.49","Thailand","Stock Exchange Of Thailand","USD","33.30","THB","-"
"EFN","ELEMENT FLEET MANAGEMENT CORP","Industrials","Equity","1,895,215.72","0.03","1,895,215.72","87,401.00","21.68","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"AGS","AGEAS SA","Financials","Equity","1,894,287.67","0.03","1,894,287.67","31,608.00","59.93","Belgium","Nyse Euronext - Euronext Brussels","USD","0.88","EUR","-"
"ALA","ALTAGAS LTD","Utilities","Equity","1,890,880.27","0.03","1,890,880.27","65,597.00","28.83","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"C38U","CAPITALAND INTEGRATED COMMERCIAL T","Real Estate","Equity","1,888,168.42","0.03","1,888,168.42","1,168,705.00","1.62","Singapore","Singapore Exchange","USD","1.31","SGD","-"
"QIA","QIAGEN NV","Health Care","Equity","1,883,580.92","0.03","1,883,580.92","46,122.00","40.84","Germany","Deutsche Boerse Xetra","USD","0.88","EUR","-"
"ONGC","OIL AND NATURAL GAS LTD","Energy","Equity","1,882,996.94","0.03","1,882,996.94","660,207.00","2.85","India","National Stock Exchange Of India","USD","85.37","INR","-"
"SGP","STOCKLAND STAPLED UNITS LTD","Real Estate","Equity","1,881,084.47","0.03","1,881,084.47","569,254.00","3.30","Australia","Asx - All Markets","USD","1.57","AUD","-"
"PST","POSTE ITALIANE","Financials","Equity","1,878,611.52","0.03","1,878,611.52","97,732.00","19.22","Italy","Borsa Italiana","USD","0.88","EUR","-"
"6","POWER ASSETS HOLDINGS LTD","Utilities","Equity","1,877,017.35","0.03","1,877,017.35","296,500.00","6.33","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"PZU","PZU SA","Financials","Equity","1,874,400.01","0.03","1,874,400.01","124,640.00","15.04","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.77","PLN","-"
"AGN","AEGON LTD","Financials","Equity","1,871,105.53","0.03","1,871,105.53","306,181.00","6.11","Netherlands","Euronext Amsterdam","USD","0.88","EUR","-"
"ADCB","ABU DHABI COMMERCIAL BANK","Financials","Equity","1,868,884.09","0.03","1,868,884.09","662,606.00","2.82","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"8795","T&D HOLDINGS INC","Financials","Equity","1,867,835.40","0.03","1,867,835.40","96,300.00","19.40","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"MG","MAGNA INTERNATIONAL INC","Consumer Discretionary","Equity","1,862,165.71","0.03","1,862,165.71","57,925.00","32.15","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"ALDAR","ALDAR PROPERTIES","Real Estate","Equity","1,862,207.12","0.03","1,862,207.12","857,152.00","2.17","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"WRT1V","WARTSILA","Industrials","Equity","1,858,470.53","0.03","1,858,470.53","107,508.00","17.29","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.88","EUR","-"
"DSG","DESCARTES SYSTEMS GROUP INC","Information Technology","Equity","1,857,474.41","0.03","1,857,474.41","18,199.00","102.06","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"FM","FIRST QUANTUM MINERALS LTD","Materials","Equity","1,856,381.19","0.03","1,856,381.19","155,556.00","11.93","Canada","Toronto Stock Exchange","USD","1.39","CAD","Mar 01, 1996"
"G24","SCOUT24 N","Communication","Equity","1,856,481.42","0.03","1,856,481.42","16,162.00","114.87","Germany","Xetra","USD","0.88","EUR","-"
"FGR","EIFFAGE SA","Industrials","Equity","1,853,365.26","0.03","1,853,365.26","14,380.00","128.88","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"WIX","WIX.COM LTD","Information Technology","Equity","1,849,381.76","0.03","1,849,381.76","11,576.00","159.76","Israel","NASDAQ","USD","1.00","USD","-"
"8601","DAIWA SECURITIES GROUP INC","Financials","Equity","1,843,922.16","0.03","1,843,922.16","289,100.00","6.38","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"IMCD","IMCD NV","Industrials","Equity","1,840,742.14","0.03","1,840,742.14","13,588.00","135.47","Netherlands","Euronext Amsterdam","USD","0.88","EUR","-"
"BID","BID CORPORATION LTD","Consumer Staples","Equity","1,838,970.91","0.03","1,838,970.91","75,996.00","24.20","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"3402","TORAY INDUSTRIES INC","Materials","Equity","1,837,318.80","0.03","1,837,318.80","286,800.00","6.41","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"BOL","BOLIDEN","Materials","Equity","1,836,066.61","0.03","1,836,066.61","63,695.00","28.83","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"9021","WEST JAPAN RAILWAY","Industrials","Equity","1,833,400.37","0.03","1,833,400.37","85,800.00","21.37","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"INDHOTEL","INDIAN HOTELS LTD","Consumer Discretionary","Equity","1,830,689.26","0.03","1,830,689.26","185,792.00","9.85","India","National Stock Exchange Of India","USD","85.37","INR","-"
"IAG","IA FINANCIAL INC","Financials","Equity","1,827,781.41","0.03","1,827,781.41","20,012.00","91.33","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"300750","CONTEMPORARY AMPEREX TECHNOLOGY LT","Industrials","Equity","1,824,337.36","0.03","1,824,337.36","58,960.00","30.94","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","Utilities","Equity","1,821,881.04","0.03","1,821,881.04","97,933.00","18.60","Brazil","XBSP","USD","5.86","BRL","-"
"4704","TREND MICRO INC","Information Technology","Equity","1,818,550.13","0.03","1,818,550.13","26,300.00","69.15","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LTD","Health Care","Equity","1,816,944.01","0.03","1,816,944.01","21,929.00","82.86","India","National Stock Exchange Of India","USD","85.37","INR","-"
"EN","BOUYGUES SA","Industrials","Equity","1,813,304.30","0.03","1,813,304.30","42,784.00","42.38","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"2892","FIRST FINANCIAL HOLDING LTD","Financials","Equity","1,811,562.63","0.03","1,811,562.63","2,347,381.00","0.77","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"TENAGA","TENAGA NASIONAL","Utilities","Equity","1,797,435.28","0.03","1,797,435.28","587,700.00","3.06","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"SBILIFE","SBI LIFE INSURANCE COMPANY LTD","Financials","Equity","1,796,930.44","0.03","1,796,930.44","95,390.00","18.84","India","National Stock Exchange Of India","USD","85.37","INR","-"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Equity","1,788,655.83","0.03","1,788,655.83","22,888.00","78.15","Belgium","Nyse Euronext - Euronext Brussels","USD","0.88","EUR","-"
"LIFCO B","LIFCO CLASS B","Industrials","Equity","1,788,222.85","0.03","1,788,222.85","49,500.00","36.13","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
